title,review_text,rating
A Thrilling Ride with Epic Performances,"From the very first scene, the film establishes a tension that never lets up, drawing viewers into a meticulously crafted world of strategy, betrayal, and high-stakes action. Ranveer Singh shines in a role that demands both physical prowess and subtle emotional nuance, making each choice and reaction feel authentic. The supporting actors, including key veterans, add gravitas and complexity, enriching the storyline. Director Dhar's vision is evident in every frame, combining detailed production design with a hauntingly effective score that accentuates the narrative without overwhelming it. Action sequences are intense, yet grounded, serving the story rather than existing for spectacle alone. The film's pacing allows audiences to absorb character motivations and the political intrigue, making the explosive second half even more satisfying. The realism in the portrayal of corruption, crime networks, and moral dilemmas elevates the narrative, creating a cinematic experience that feels both thrilling and meaningful.",10
Stars Shine in Action-Packed Drama,"Each sequence is crafted with intention, balancing action, suspense, and emotional depth. Ranveer Singh delivers an immersive performance full of moral complexity, while Sanjay Dutt adds weight and menace. Akshaye Khanna and R Madhavan elevate the narrative with their intelligent portrayals, and Arjun Rampal's controlled intensity contrasts with Sara Arjun's vulnerable performance. Aditya Dhar's direction ensures that pacing, tension, and character arcs intertwine perfectly. Cinematography captures both chaos and quiet tension, and the music punctuates pivotal moments, culminating in a second half that is both adrenaline-fueled and emotionally satisfying.",9
"A Bold, Riveting Spy Thriller Drenched in Grit and Gore","Dhurandar is a bold and unflinching spy thriller soaked in raw intensity and bloody realism. Director Aditya Dhar pushes the envelope with visceral moments inspired by a true story, crafting a world that is brutal, immersive, and relentlessly gripping.The action sequences are explosive and brilliantly staged, while the background score elevates every high-stakes moment - adding tension, urgency, and a cinematic punch.Ranveer Singh shows remarkable maturity and evolution, delivering one of his most controlled performances.Madhavan and Arjun Rampal amplify the screen with their commanding presence, each adding weight to the narrative.Sanjay Dutt gets a meaty role and does complete justice to it.But the biggest surprise is Akshaye Khanna - a silent, simmering force whose possessed rage and menacing aura take over the narration. His performance sends genuine chills down the spine.The movie portrays the hardship of infiltration, the descent into darkness, and the desperate search for a sliver of light and a stable future.Even at 3 hours and 30 minutes, the film's momentum never slows. The train keeps charging forward at full steam - and ends with an absolute banger of a climax.A daring, high-voltage thriller that doesn't hold back.",9
An Action-Packed Spectacle,"The film's first act establishes tension masterfully, introducing a world where power, loyalty, and danger intersect. Ranveer Singh delivers an immersive performance, skillfully portraying internal conflict and physical courage. Sanjay Dutt commands every confrontation, adding layers of menace and authority. Akshaye Khanna and R Madhavan enrich supporting sequences, while Arjun Rampal exudes a quiet, pervasive threat. Sara Arjun's emotional performance provides narrative grounding. Aditya Dhar's direction orchestrates pacing, suspense, and action with precision. Cinematography captures both scale and intimacy, and the score intensifies every beat. The climax ties together narrative arcs, delivering thrilling action and emotional resolution.",9
Dhurandhar: A Refreshing Espionage Thriller Bollywood Needed,"Catching Dhurandhar at Movietime Goregaon East was a refreshing change, especially since high-quality Bollywood releases have felt a bit rare lately. This film is a significant contribution to the industry, proving there is a massive demand among discerning viewers for well-crafted, high-stakes espionage thrillers. The technical precision and focus on authentic intelligence-gathering techniques make it a standout entry that elevates the typical spy genre. I suspect the film will find a particularly deep connection with Muslim audiences, as its narrative layers and cultural nuances are handled with a unique level of relatability. It is exactly the kind of intelligent, mission-driven cinema we need more of to keep the Bollywood industry evolving and engaging for its core audience. Becauz of its sharp execution and much-needed focus on a sophisticated plot, am giving Dhurandhar three and a half stars.",7
Mid,"Overindulgent. Music so loud couldn't even hear the dialogues. Unnecessary gore. Cringe attempts at comedy. Only a few redeeming moments. Dragged quite a bit at action scene.Ranvir Singh did not shine through. Mostly kept a stoic face and screamed for a bit. Rampal surprised me, although nothing exceptional. Sanjay Dutt played Sanjay Dutt as usual. Madhvan remained angry throughout. The girl playing Yalia is super hot, but the character is unbelievably dumb.Kept bashing congress and blowing BJP as usual.",5
A Blockbuster Wave of Thrill and Emotion,"Every scene feels intentional, with suspense building through carefully placed dialogue, gestures, and visual cues. The lead delivers a performance of remarkable subtlety, conveying moral struggle with understated intensity. Action sequences are gripping, designed to heighten tension while remaining believable. The cinematography captures both the sprawling chaos of urban landscapes and intimate personal moments. Supporting roles are thoughtfully written, adding complexity and texture. The score and editing work in tandem to maintain pacing, ensuring the long runtime never feels indulgent. The second half delivers a thrilling, emotionally charged crescendo, leaving viewers reflecting on the narrative long after the final frame.",9
"Power, Action, and Ranveer's Energy","The storytelling is intricate, balancing political intrigue, moral ambiguity, and visceral action. Ranveer Singh's layered performance anchors the film, oscillating between cunning strategy and emotional vulnerability. Sanjay Dutt adds formidable gravitas, while Akshaye Khanna and R Madhavan provide subtle, intelligent performances. Arjun Rampal's understated menace maintains constant tension, and Sara Arjun's emotional depth highlights the human cost of the narrative. Aditya Dhar's direction ensures that suspense, pacing, and action coexist perfectly. Cinematography captures chaos and intimacy, while the score amplifies every emotional and suspenseful beat. The finale delivers a thrilling, emotionally charged payoff.",9
A Perfect Mix of Action and Emotion,"The film builds tension gradually, immersing audiences in a morally ambiguous world filled with danger and intrigue. Ranveer Singh dominates with a performance that oscillates between calculated aggression, vulnerability, and moral contemplation. Sanjay Dutt adds gravitas, authority, and menace, his presence elevating every interaction. Akshaye Khanna and R Madhavan provide intelligence and subtle tension, enhancing narrative complexity. Arjun Rampal's controlled menace creates palpable suspense, while Sara Arjun's emotional depth highlights the stakes of each decision. Aditya Dhar directs with exceptional skill, balancing intense action with quiet, strategic plotting. Cinematography captures both sprawling cityscapes and intimate moments, while the score heightens every beat of suspense and emotion. The second half delivers shocking twists, meticulously staged action, and emotional resonance, culminating in a finale that is both thrilling and unforgettable.",9
A Perfect Blend of Heart and High Intensity,"The story grips from the first frame, drawing you into a web of strategy, betrayal, and moral conflict. The lead performance is quietly intense, conveying layers of fear, courage, and determination. Action sequences are meticulously choreographed, blending realistic combat with high tension. Background score and cinematography complement each scene, creating a cinematic rhythm that keeps the audience on edge. The narrative builds patiently, rewarding viewers with a climactic payoff that is both thrilling and emotionally charged. Every supporting role enhances the central conflict, giving depth to the underworld and political intrigue. This is storytelling that respects the intelligence of its audience, delivering a perfectly balanced mix of adrenaline and intellect.",9
"Action, Emotion, and Star Power Combined","Every scene is crafted with precision, balancing action, suspense, and emotional resonance. Ranveer Singh delivers a layered performance, portraying a man whose moral choices are as gripping as the physical risks he faces. Sanjay Dutt adds commanding authority and menace, while Akshaye Khanna and R Madhavan enhance the ensemble with nuanced performances. Arjun Rampal's quiet menace builds tension, and Sara Arjun provides emotional authenticity that grounds the story. Aditya Dhar's direction ensures that each twist, confrontation, and action sequence serves the narrative. Cinematography captures chaos and intimate beats with equal skill, and the score accentuates suspense. By the finale, the film achieves a combination of adrenaline, tension, and emotional depth that lingers.",9
Power-Packed Performances in Every Scene,"The film immerses viewers in a complex web of intrigue, danger, and moral conflict. Ranveer Singh's performance is captivating, alternating between calculated strategy, raw emotion, and intense action. Sanjay Dutt brings gravitas and a commanding presence, while Akshaye Khanna and R Madhavan provide subtle narrative depth. Arjun Rampal's menace is understated but palpable, and Sara Arjun's emotional scenes provide the story's heart. Aditya Dhar directs with meticulous precision, balancing suspense, strategy, and high-octane action. Cinematography highlights both chaotic cityscapes and intimate character moments. The finale delivers adrenaline, tension, and emotional payoff simultaneously.",9
Review,"Although the film was excellent, I believe that removing the unnecessary abusive language would not have affected its quality. In fact, it could have made the film more suitable for all audiences, including children and families. The issue the movie addresses is truly significant, and I wholeheartedly salute the unsung heroes of our nation who sacrificed their lives for the country. I would also like to advise the makers that, in the next part, please avoid using abusive language. It feels outdated now, and the strength of your subject matter is already self-justifying. The film is powerful and worth watching on its own, so adding such language may negatively affect its impact.",8
Seedhe baat No Bakwas,"I saw Dhurandhar yesterday and was awestruck by the sincerity and clarity with which the whole story has been told - brutally honest, very straightforward. This is unapologetically a pro-India film, and for me, that is exactly why it matters right now. The True Dhurandhar is Mr. Aditya Dhar.For me, Dhurandhar feels like Hindi cinema's Schindler's List moment in spirit - a long, edge of the seat and essential cinematic document that entertains, disturbs and, above all, refuses to lie about the cost of keeping this country standing. Sidhee baat, no bakwas: this is the kind of film that doesn't just deserve to work at the box office, it deserves to be rewatched, debated and remembered.",10
Absolute disappointment,"Another Government Propaganda and yet another disappointment from Bollywood. Dhurandhar does not carry any meaningful message or story. Off late, I had stopped watching Bollywood movies, at least going to theaters for them. Around so much hype, after a gap of about 3 years, I decided to go watch Dhurandhar and I regret this decision.Firstly, the movie is quite pushy in terms of spreading the message that the previous governments were a failure. As if, there was no homeland security in India before and all our intelligence agencies were inefficient. So, we totally knew there will be an attack on Mumbai but since just the date of attack was changed from 3rd of Oct to 26th of Nov, our agencies and government turned blind eye towards the threat?Secondly, coming to the direction, there is ample level of over acting in various scenes. There is unnecessary fight, unnatural ways of hitting and killing people, just a desperate attempt to keep the audience engaged. This is the closest Bollywood can get to in terms of action in a movie. The movie keeps stretching at almost all the scenes without any substance and is boring to the core.",3
"Authentic, Gritty, and True","Dhurandhar genuinely surprised me-in the best way. As someone from the armed forces, I'm usually very critical of how movies portray intelligence work, but this film felt real, grounded, and respectful of the profession. It didn't exaggerate the life of a spy with unnecessary glamour or over-the-top heroism. Instead, it captured the silent grit, the constant tension, and the unseen sacrifices that define real operatives.The storyline is tight, the pacing sharp, and the character development subtle yet powerful. What impressed me most was how the film showed the emotional weight carried by those who work in the shadows-how every decision they make comes with consequences the world never hears about. The lead actor delivered a performance that felt authentic, restrained, and deeply human.For me, Dhurandhar stands out because it offers respect to the intelligence community without turning them into caricatures. It reminds you that true heroes are often the ones who never get recognition.",9
"What did I watch.. mind blown, just wow!!","For 3 and a half hour, you are glued to the screen, that's how captivating it is.Recommend to watch it on Big screen, the charisma wouldn't be same on tv.Each actor played their role beautifully. Akshay Khanna commands this movie, Ranveer Singh / R. Madhavan/ Arjun Rampal shine as well. It shows brutality / murder but that's part of the story.",10
Amazing movie .... Uncovering the real truth,"The overall movie is very good ... It is filled with action, drama and non stop scenes... It really uncovers the real truth of pakistan and the incidents that happend in the past ... Really good movie, and the violence in the movie is unbelievable... It almost looks too real even better than final destination vfx.",10
Marvelous,"This movie is raw and brutal. Not only does it not shy away from showing the truth of state sponsored terrorism, but also shows it with the most grounded and realistic way possible. The action is top notch. The brutality is top notch. The music is top notch. The cinematography is top notch. Story is simple but the way of showing it is amazing and gut wrenching.It may feel slow in the middle, but the second half picks pace and delivers the ultimate fun that you can expect in a spy film.",10
"Extraordinary movie, hats off to Aditya dhar and team.","This is one of the best movies made in bollywood, aditya dhar just raised the bar super High. Finally seen a realistic spy movie, comparable to hollywood and other international spy movies. Finally someone showing real life story of spy soldiers. Warna toh love story k as-pas hi so called spy movies ghumti hai. All actors are absolutely brilliant, Akshay Khanna deserves sply applause. This is must watch theater movie. Plz watch' it, remember that this real life story of our braveheart spy soldier. And it shows real life struggle and situation in other side. Must watch 10/10 star movie.",10
India's Boldest Intelligence Thriller Yet,"Dhurandhar is not just a film it is a milestone in Indian cinema. A rare combination of realism, emotional depth, and electrifying intensity, this movie sets a new benchmark for the spy-thriller genre in India.From the opening frame to the final shot, the film grips you with an unshakable sense of authenticity. There is no Bollywood glamour, no exaggerated nationalism, no cartoonish villainy just the harsh, unfiltered truth of intelligence work.",10
